name,price,gtin,url
Ariel Sıvı Canlı Parlak Renkliler 29 Yıkama,"179,90 ₺",8006540819241,https://www.gurmar.com.tr/ariel-s%C4%B1v%C4%B1-canl%C4%B1-parlak-renkliler-29-y%C4%B1kama
Bingo Oksijen Okaliptus Çamaşır Suyu 750 Ml,"31,90 ₺",8690536904044,https://www.gurmar.com.tr/bingo-oksijen-okaliptus-cama%C5%9F%C4%B1r-suyu-750-ml
Bingo Oksijen Okaliptus Kokulu Oksijenli Çamaşır Suyu 1850 Ml,"50,95 ₺",8690536904884,https://www.gurmar.com.tr/bingo-oksijen-okaliptus-kokulu-oksijenli-cama%C5%9F%C4%B1r-suyu-1850-ml
Bingo Oksijen Limon Kokulu Çamaşır Suyu 750 Ml,"31,90 ₺",8690536904051,https://www.gurmar.com.tr/bingo-oksijen-limon-kokulu-cama%C5%9F%C4%B1r-suyu-750-ml
Bingo Oksijen Limon Kokulu Ferahlatan Hijyen Çamaşır Suyu 1850 Ml,"50,95 ₺",8690536904907,https://www.gurmar.com.tr/bingo-oksijen-limon-kokulu-ferahlatan-hijyen-cama%C5%9F%C4%B1r-suyu-1850-ml
Bingo Oksijen Hijyen Çamaşır Suyu 3240 Ml,"89,90 ₺",8690536904877,https://www.gurmar.com.tr/bingo-oksijen-hijyen-cama%C5%9F%C4%B1r-suyu-3240-ml
Bingo Oksijen Çam Kokulu Hassas Hijyen Sprey Çamaşır Suyu 1810 Ml,"50,95 ₺",8690536904891,https://www.gurmar.com.tr/bingo-oksijen-cam-kokulu-hassas-hijyen-sprey-cama%C5%9F%C4%B1r-suyu-1810-ml
Bingo Oksijen Çam Kokulu Sprey Çamaşır Suyu 750 Ml,"45,95 ₺",8690536904006,https://www.gurmar.com.tr/bingo-oksijen-cam-kokulu-sprey-cama%C5%9F%C4%B1r-suyu-750-ml
Bingo Matik Sıvı Deterjan Mutlu Yuvam,"95,90 ₺",Belirtilmemis,https://www.gurmar.com.tr/bingo-matik-s%C4%B1v%C4%B1-deterjan-mutlu-yuvam
Bingo Oksijen Çam Kokulu Çamaşır Suyu 750 Ml,"31,90 ₺",8690536904068,https://www.gurmar.com.tr/bingo-oksijen-cam-kokulu-cama%C5%9F%C4%B1r-suyu-750-ml
Bingo Matik Konstre Renkli&Beyazlar İçin Toz Deterejan 6 Kg,"199,90 ₺",8690536904334,https://www.gurmar.com.tr/bingo-matik-konstre-renkli-beyazlar-icin-toz-deterejan-6-kg
Bingo Okaliptus Derinlemesine Hijyen Çamaşır Suyu 3240 Ml,"89,90 ₺",8690536904853,https://www.gurmar.com.tr/bingo-okaliptus-derinlemesine-hijyen-cama%C5%9F%C4%B1r-suyu-3240-ml
Bingo Matik Renkliler İçin Toz Deterjan 6 Kg,"199,90 ₺",8690536904327,https://www.gurmar.com.tr/bingo-matik-renkliler-icin-toz-deterjan-6-kg
Bingo Krem Limon Kokulu Mutfak Temizleyicisi 750 Ml,"39,95 ₺",8690536004775,https://www.gurmar.com.tr/bingo-krem-limon-kokulu-mutfak-temizleyicisi-750-ml
"Bingo Fresh Pembe Düşler Yüzey Temizleyicisi 2,5 Lt","69,90 ₺",8690536005055,https://www.gurmar.com.tr/bingo-fresh-pembe-du%C5%9Fler-yuzey-temizleyicisi-2-5-lt
Bingo Fresh Toz Al Lovely Sprey Yüzey Temizleyici 750 Ml,"45,95 ₺",8690536904693,https://www.gurmar.com.tr/bingo-fresh-toz-al-lovely-sprey-yuzey-temizleyici-750-ml
Air Wick Lavanta Esintisi Oda Kokusu 300 Ml,"99,95 ₺",8690570551730,https://www.gurmar.com.tr/air-wick-lavanta-esintisi-oda-kokusu-300-ml
Air Wick Freshmatic Bahar Çiçekleri Yedekli Oda Kokusu,"365,90 ₺",8690570522648,https://www.gurmar.com.tr/air-wick-freshmatic-bahar-cicekleri-yedekli-oda-kokusu
Air Wick Freshmatic Lavanta Kokulu Oda Kokusu Yedek Sprey 250 Ml,"121,90 ₺",8690570526103,https://www.gurmar.com.tr/air-wick-freshmatic-lavanta-kokulu-oda-kokusu-yedek-sprey-250-ml
Bref Dixi Yaban Gülü Kokulu Yüzey Temizleyici 2.5 lt,"72,90 ₺",Belirtilmemis,https://www.gurmar.com.tr/bref-dixi-yaban-gulu-kokulu-yuzey-temizleyici-2-5-lt
Bref Dixi Yaban Gülü Kokulu Yüzey Temizleyici 900 ml,"45,90 ₺",Belirtilmemis,https://www.gurmar.com.tr/bref-dixi-yaban-gulu-kokulu-yuzey-temizleyici-900-ml
Bref Dixi Çam Kokulu Yüzey Temizleyici 900 ml,"45,90 ₺",Belirtilmemis,https://www.gurmar.com.tr/bref-dixi-cam-kokulu-yuzey-temizleyici-900-ml
Bingo Tüm Renkler için Sıvı Deterjan 67 Yıkama 4 Lt,"121,90 ₺",8690536901890,https://www.gurmar.com.tr/bingo-tum-renkler-icin-s%C4%B1v%C4%B1-deterjan-67-y%C4%B1kama-4-lt
"Bingo Ultra Beyaz Beyazlar için Toz Deterjan 10 Yıkama 1,5 Kg","69,95 ₺",8690536901364,https://www.gurmar.com.tr/bingo-ultra-beyaz-beyazlar-icin-toz-deterjan-10-y%C4%B1kama-1-5-kg
Bref Power Aktif Çiçekler Tuvalet Bloğu 42 Gr,"99,90 ₺",9000101509540,https://www.gurmar.com.tr/bref-power-aktif-cicekler-tuvalet-blo%C4%9Fu-42-gr
Bref Deluxe Manolya Kokulu Tuvalet Bloğu 2'li,"99,90 ₺",9000101375640,https://www.gurmar.com.tr/bref-deluxe-manolya-kokulu-tuvalet-blo%C4%9Fu-2li
"Bref Dixi Lavanta Kokulu Yüzey Temizleyici 2,5 lt","72,90 ₺",Belirtilmemis,https://www.gurmar.com.tr/bref-dixi-lavanta-kokulu-yuzey-temizleyici-2-5-lt
Bingo Soft Tutkuyla Gül Yumuşatıcı 1440 Ml,"81,50 ₺",8690536905539,https://www.gurmar.com.tr/bingo-soft-tutkuyla-gul-yumu%C5%9Fat%C4%B1c%C4%B1-1440-ml
Bingo Soft Sensitive Yumuşatıcı 5 Lt,"89,90 ₺",8690536352142,https://www.gurmar.com.tr/bingo-soft-sensitive-yumu%C5%9Fat%C4%B1c%C4%B1-5-lt
Bref Deluxe Yasemin Kokulu Tuvalet Bloğu 2'li,"99,90 ₺",9000101375589,https://www.gurmar.com.tr/bref-deluxe-yasemin-kokulu-tuvalet-blo%C4%9Fu-2li
Bingo Soft Sensitive Yumuşatıcı 3 Lt,"83,90 ₺",8690536000067,https://www.gurmar.com.tr/bingo-soft-sensitive-yumu%C5%9Fat%C4%B1c%C4%B1-3-lt
Bingo Soft Sensitive Konsantre Yumuşatıcı 60 Yıkama 1440 Ml,"81,50 ₺",8690536901647,https://www.gurmar.com.tr/bingo-soft-sensitive-konsantre-yumu%C5%9Fat%C4%B1c%C4%B1-60-y%C4%B1kama-1440-ml
Bingo Soft Ortanca Konsantre Yumuşatıcı 60 Yıkama 1440 Ml,"81,50 ₺",8690536901739,https://www.gurmar.com.tr/bingo-soft-ortanca-konsantre-yumu%C5%9Fat%C4%B1c%C4%B1-60-y%C4%B1kama-1440-ml
Bingo Soft Şefkatle Gül Yumuşatıcı 1440 Ml,"81,50 ₺",8690536905546,https://www.gurmar.com.tr/bingo-soft-%C5%9Fefkatle-gul-yumu%C5%9Fat%C4%B1c%C4%B1-1440-ml
Bingo Soft Şakayık Baharı Konsantre Yumuşatıcı 1440 Ml,"81,50 ₺",8690536904716,https://www.gurmar.com.tr/bingo-soft-%C5%9Fakay%C4%B1k-bahar%C4%B1-konsantre-yumu%C5%9Fat%C4%B1c%C4%B1-1440-ml
Bingo Soft Lovely Yumuşatıcı 5 Lt,"89,90 ₺",8690536900053,https://www.gurmar.com.tr/bingo-soft-lovely-yumu%C5%9Fat%C4%B1c%C4%B1-5-lt
Bingo Soft Lovely Yumuşatıcı 3 Lt,"83,90 ₺",8690536900046,https://www.gurmar.com.tr/bingo-soft-lovely-yumu%C5%9Fat%C4%B1c%C4%B1-3-lt
Cif Konsantre Zemin Uzmanı Fayans 895 Ml,"58,90 ₺",8683130000519,https://www.gurmar.com.tr/cif-konsantre-zemin-uzman%C4%B1-fayans-895-ml
Bingo Soft Lovely Konsantre Çamaşır Yumuşatıcısı 1440 Ml,"81,50 ₺",8690536901722,https://www.gurmar.com.tr/bingo-soft-lovely-konsantre-cama%C5%9F%C4%B1r-yumu%C5%9Fat%C4%B1c%C4%B1s%C4%B1-1440-ml
Cif Kırmızı Her Yer Leke Uzmanı Sprey 750 Ml,"54,90 ₺",8690637901010,https://www.gurmar.com.tr/cif-k%C4%B1rm%C4%B1z%C4%B1-her-yer-leke-uzman%C4%B1-sprey-750-ml
Cif Konsantre Zemin Uzmanı Ahşap 895 Ml,"58,90 ₺",8683130000540,https://www.gurmar.com.tr/cif-konsantre-zemin-uzman%C4%B1-ah%C5%9Fap-895-ml
Cif Her Yer Ultra Hijyen Çamaşır Suyu Katkılı Sprey 750 Ml,"54,90 ₺",8690637901027,https://www.gurmar.com.tr/cif-her-yer-ultra-hijyen-cama%C5%9F%C4%B1r-suyu-katk%C4%B1l%C4%B1-sprey-750-ml
Cif Doğanın Gücü Limon&Karbonat Mutfak Spreyi 750 Ml,"86,90 ₺",8690637912795,https://www.gurmar.com.tr/cif-do%C4%9Fan%C4%B1n-gucu-limon-karbonat-mutfak-spreyi-750-ml
Camsil Yüzey Temizleyici Yer-Sil Ahşap 2 Lt,"52,90 ₺",Belirtilmemis,https://www.gurmar.com.tr/camsil-yuzey-temizleyici-yer-sil-ah%C5%9Fap-2-lt
Camsil Original + Yedek Cam Temizleyici 1 Lt,"71,90 ₺",8690546612472,https://www.gurmar.com.tr/camsil-original-_-yedek-cam-temizleyici-1-lt
Camsil Yüzey Temizleyici Yer-Sil Vanilya Özlü 2 Lt,"52,90 ₺",Belirtilmemis,https://www.gurmar.com.tr/camsil-yuzey-temizleyici-yer-sil-vanilya-ozlu-2-lt
Camsil Original Cam Temizleyici 500 Ml,"36,50 ₺",8690546210258,https://www.gurmar.com.tr/camsil-original-cam-temizleyici-500-ml
Camsil Robo-Sil Froral,"99,90 ₺",Belirtilmemis,https://www.gurmar.com.tr/camsil-robo-sil-froral
Camsil Robo-Sil Çam,"99,90 ₺",Belirtilmemis,https://www.gurmar.com.tr/camsil-robo-sil-cam
Camsil Beyaz Sirkeli Cam Temizleyici 500 Ml,"37,50 ₺",8690546611888,https://www.gurmar.com.tr/camsil-beyaz-sirkeli-cam-temizleyici-500-ml
Camsil Floral Kokulu Cam Temizleyici 500 Ml,"35,95 ₺",8690546611901,https://www.gurmar.com.tr/camsil-floral-kokulu-cam-temizleyici-500-ml
Bref Power Aktıv Lavander Field Tuvalet Bloğu,"43,90 ₺",9000101545777,https://www.gurmar.com.tr/bref-power-akt%C4%B1v-lavander-field-tuvalet-blo%C4%9Fu
